@relation Steps_Dataset_70ms-weka.filters.unsupervised.attribute.Remove-R1

@attribute duration numeric
@attribute 'acceleration variance' numeric
@attribute 'acceleration peek' numeric
@attribute 'acceleration max-min' numeric
@attribute RMS numeric
@attribute RMS*duration numeric
@attribute gait {jogging,running,walking}

@data
560,10.464613,14.707764,8.633432,10.819903,6059.145623,walking
560,10.969869,15.778069,9.669242,11.023694,6173.268726,walking
490,9.178567,13.445962,7.345559,10.386852,5089.557441,walking
490,8.529039,13.680136,7.707158,10.295126,5044.611802,walking
490,13.202246,14.968896,8.958218,10.661338,5224.05575,walking
490,5.920669,12.986203,6.085853,10.165001,4980.850249,walking
210,6.265588,13.642175,5.447067,12.016102,2523.381459,walking
210,16.725703,16.514534,9.619468,12.254044,2573.349182,walking
560,9.237107,14.806869,8.219973,10.817528,6057.815754,walking
630,6.922598,14.149711,7.376595,10.411122,6559.006823,walking
490,16.266293,17.262743,11.750461,10.945651,5363.368954,walking
490,12.273739,15.946808,9.721954,10.681429,5233.900294,walking
560,10.578564,15.010499,9.030755,10.749216,6019.56105,walking
210,4.95583,13.774687,5.025963,12.155127,2552.576572,walking
420,7.97042,15.48993,8.877509,10.704711,4495.978794,walking
490,8.709813,13.192766,6.944852,10.378952,5085.686301,walking
490,12.912587,14.71712,9.094654,10.669224,5227.91974,walking
560,9.57489,15.273401,9.079152,10.814383,6056.054235,walking
490,12.108198,15.010361,8.815032,10.474752,5132.628613,walking
560,11.321123,15.252691,9.144457,11.013964,6167.819819,walking
490,8.126145,13.084101,6.77772,10.371024,5081.801618,walking
490,9.512337,13.712066,7.261231,10.402851,5097.396948,walking
490,8.786396,13.449531,7.470094,10.25271,5023.827998,walking
630,6.388022,13.574533,8.160189,10.107324,6367.614051,walking
560,7.505743,13.063052,6.924622,10.478746,5868.097551,walking
490,5.674965,12.826334,6.574647,10.008167,4904.00164,walking
630,7.841613,13.047113,7.759075,10.388881,6544.995093,walking
490,5.874551,12.106202,6.258198,9.925026,4863.262626,walking
560,10.472883,15.234588,8.901589,10.769017,6030.64943,walking
490,7.201083,13.285237,7.333268,10.111249,4954.512002,walking
560,10.333313,15.779619,9.002479,10.658129,5968.551982,walking
560,11.599261,15.376715,9.154568,11.010474,6165.865181,walking
560,12.540493,14.961743,8.836283,10.792633,6043.874514,walking
490,8.010622,14.008154,7.955519,10.153701,4975.313447,walking
560,7.048953,13.352663,6.660212,10.428046,5839.705735,walking
560,7.730536,13.039687,6.537041,10.585457,5927.855909,walking
490,7.255417,13.673576,7.970182,10.055251,4927.072772,walking
560,8.187111,14.981505,8.462486,10.542669,5903.894506,walking
490,10.409245,13.926989,7.671585,10.350295,5071.644548,walking
490,8.275062,12.691775,6.98851,10.210279,5003.036511,walking
700,9.505816,16.576565,10.312285,10.776856,7543.799089,walking
490,5.907069,12.62239,6.347618,10.090683,4944.434825,walking
700,5.837182,13.895572,6.719317,10.28062,7196.434271,walking
560,4.336666,13.681252,6.031293,10.350396,5796.221557,walking
210,4.774843,12.564594,4.714839,10.410616,2186.229383,walking
770,1.423077,12.243289,3.903383,10.243063,7887.158746,walking
420,6.027694,15.482084,7.26192,10.281982,4318.432541,walking
560,8.087391,15.311083,8.791449,10.337422,5788.95638,walking
490,9.529991,13.1559,7.241201,10.513266,5151.500336,walking
560,6.978316,13.909106,7.507171,10.343563,5792.395473,walking
490,8.680648,13.821627,7.088948,10.490931,5140.556408,walking
490,6.664724,13.555092,6.665596,10.150523,4973.756345,walking
490,7.621516,14.040472,8.0132,10.178012,4987.22577,walking
490,6.44337,12.842908,6.546749,10.263701,5029.213364,walking
490,7.463757,12.713175,7.129496,10.244103,5019.610391,walking
490,5.968679,12.626933,6.303428,10.100846,4949.414747,walking
490,7.01639,13.437975,7.218242,10.099082,4948.54999,walking
490,9.379775,13.796083,7.901033,10.284062,5039.190363,walking
560,10.833893,14.336455,7.87759,10.771027,6031.775376,walking
490,7.350285,12.63525,6.753524,10.247133,5021.095179,walking
630,8.702302,14.625425,8.518424,10.40391,6554.463182,walking
490,10.257995,14.170959,8.415582,10.475043,5132.770838,walking
490,8.072419,13.38325,7.249827,10.206518,5001.19368,walking
490,6.97208,13.935399,7.257739,10.126379,4961.925923,walking
490,7.371825,13.465353,6.626339,10.203572,4999.750381,walking
560,11.012336,14.592575,8.898805,10.926336,6118.748434,walking
560,8.338104,14.034266,7.905762,10.454418,5854.474315,walking
490,8.771153,13.721528,7.301704,10.284431,5039.371245,walking
490,10.566133,14.913754,8.688157,10.407678,5099.76212,walking
560,7.68106,14.219797,7.402473,10.417726,5833.926551,walking
490,13.683625,15.589895,9.476609,10.529996,5159.698271,walking
490,10.788902,13.976174,8.881893,10.775728,5280.106622,walking
490,8.53206,13.332596,7.349989,10.179105,4987.761641,walking
490,9.27984,13.917409,7.409013,10.216902,5006.281788,walking
490,11.310642,14.053107,8.366202,10.547752,5168.398342,walking
490,7.828084,13.307333,6.846743,10.434133,5112.725242,walking
490,7.898962,13.419643,7.178831,10.060822,4929.802917,walking
560,7.184803,13.510155,6.542815,10.53883,5901.744842,walking
560,5.946968,13.578564,6.39866,10.402547,5825.426105,walking
490,6.899768,13.300986,7.112879,10.016769,4908.21693,walking
490,6.632623,12.759038,6.320999,10.141312,4969.242841,walking
560,7.432124,13.515655,7.268502,10.667517,5973.809748,walking
560,5.506337,13.264141,6.476941,10.336176,5788.2588,walking
490,10.227916,14.077297,7.702284,10.635443,5211.367118,walking
490,6.7826,14.04706,6.989515,10.142243,4969.698917,walking
560,6.51469,12.943911,6.750584,10.421543,5836.064073,walking
490,7.468883,12.959676,6.441398,10.447169,5119.113038,walking
490,6.021087,13.120613,6.172812,10.043511,4921.320355,walking
560,8.992102,14.642173,8.463747,10.650375,5964.20985,walking
560,7.629761,14.217005,8.069545,10.674943,5977.968284,walking
560,6.843165,13.506312,7.373905,10.554076,5910.282515,walking
490,9.804542,14.81691,8.644591,10.391411,5091.791449,walking
490,7.338872,13.463667,7.018388,10.050989,4924.984636,walking
490,7.681268,13.628561,7.42236,10.141851,4969.506916,walking
490,8.153385,13.680269,7.308116,10.218476,5007.053107,walking
560,5.171848,13.313827,5.647117,10.386064,5816.195991,walking
630,6.05458,14.548385,6.618947,10.975832,6914.774269,walking
140,18.128513,16.316107,7.754087,11.94031,1671.643442,walking
140,12.862723,14.645313,7.094007,11.774575,1648.440527,walking
210,13.957476,17.235326,8.87635,12.657016,2657.973257,walking
490,6.452625,13.383275,6.905257,10.45872,5124.772798,walking
490,11.114908,13.797294,8.327311,10.406357,5099.114851,walking
420,5.867274,12.316225,5.386398,9.907336,4161.080963,walking
490,11.556366,14.512123,8.855036,10.752267,5268.611006,walking
560,10.396267,15.642294,9.505645,10.971166,6143.852871,walking
560,9.123721,13.810067,7.258437,10.64006,5958.433476,walking
560,12.09576,16.091044,9.497734,11.045052,6185.229198,walking
560,13.77321,17.247618,11.236947,11.162424,6250.957393,walking
560,10.585329,15.350587,8.584609,10.831525,6065.653779,walking
490,8.709905,13.239521,7.57367,10.259568,5027.188551,walking
490,11.421939,14.782562,8.966161,10.598418,5193.224641,walking
490,9.191889,13.762483,8.385486,10.320716,5057.150896,walking
490,8.46073,13.225931,7.60197,10.233817,5014.57053,walking
490,8.075113,13.202042,7.392462,10.248663,5021.844726,walking
490,11.155224,14.007661,8.010786,10.401956,5096.95864,walking
560,12.249374,15.755583,9.93229,11.025643,6174.36033,walking
560,9.953499,14.891828,8.834421,10.818947,6058.610144,walking
560,6.793597,13.166266,6.476184,10.225464,5726.259779,walking
560,13.751458,16.812434,10.997313,10.983216,6150.600747,walking
560,11.322472,15.17311,8.941489,10.995912,6157.710826,walking
490,10.144913,12.774471,7.714072,10.314444,5054.077674,walking
490,9.892422,13.066993,7.697593,10.365147,5078.921862,walking
560,11.650926,16.119928,10.159545,11.022969,6172.862484,walking
490,11.945753,14.705666,8.773691,10.530701,5160.043474,walking
140,9.040386,14.433655,5.871691,12.123669,1697.313609,walking
210,16.232888,16.253255,8.21745,13.084099,2747.660811,walking
490,12.627269,15.183546,9.456014,10.694125,5240.121188,walking
560,13.338459,16.197757,10.524429,11.045904,6185.706015,walking
490,10.918317,14.737386,8.322304,10.588694,5188.459885,walking
490,10.102952,14.000651,7.909481,10.494294,5142.203938,walking
490,7.162776,13.693188,7.088741,10.143358,4970.245528,walking
560,9.858014,15.289089,9.348953,10.699278,5991.595734,walking
560,9.613379,14.532127,8.293924,10.730988,6009.3531,walking
490,6.502182,12.810802,6.296311,10.131862,4964.612197,walking
560,11.274847,15.663614,9.863498,10.907983,6108.470664,walking
490,8.753951,13.570074,7.177504,10.162469,4979.609811,walking
560,8.550103,14.165427,7.526678,10.554632,5910.593699,walking
490,7.147649,13.415334,7.103674,10.173101,4984.819538,walking
490,7.109162,13.512395,7.167037,9.956325,4878.599174,walking
560,7.614177,13.733769,7.492429,10.35368,5798.06086,walking
490,7.936165,13.433394,7.617787,10.217888,5006.764967,walking
490,5.458265,12.913484,6.207067,10.084538,4941.423658,walking
490,6.48808,12.419489,5.972906,10.321186,5057.380986,walking
560,7.37056,13.332517,6.635852,10.526458,5894.816571,walking
490,6.956205,13.343154,6.701627,10.237789,5016.516812,walking
560,13.742448,15.79126,10.476049,11.034577,6179.362995,walking
560,7.137971,13.580085,6.483145,10.674581,5977.765286,walking
490,11.071666,14.828966,9.040441,10.622814,5205.178888,walking
560,8.924975,13.900458,7.795383,10.728886,6008.17627,walking
560,7.92366,16.258204,8.683111,10.812165,6054.812338,walking
